m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 2.360172
8, 8, 1, 8, 8, 1, 38.496239
12, 12, 1, 12, 12, 1, 129.924805
16, 16, 1, 16, 16, 1, 180.175949
20, 20, 1, 20, 20, 1, 207.343414
24, 24, 1, 24, 24, 1, 194.157303
28, 28, 1, 28, 28, 1, 228.905106
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.640990
8, 8, 16, 8, 8, 2, 3.985470
12, 12, 24, 12, 12, 2, 5.312020
16, 16, 32, 16, 16, 2, 6.027666
20, 20, 40, 20, 20, 2, 8.691716
24, 24, 48, 24, 24, 2, 10.426126
28, 28, 56, 28, 28, 2, 9.433944
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.688645
8, 4, 4, 1, 1, 4, 8.919861
12, 4, 4, 1, 1, 4, 12.603938
16, 4, 4, 1, 1, 4, 21.694916
20, 4, 4, 1, 1, 4, 26.666666
24, 4, 4, 1, 1, 4, 38.208954
28, 4, 4, 1, 1, 4, 49.777779
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 3.221477
4, 8, 8, 1, 1, 8, 10.378379
4, 12, 12, 1, 1, 12, 12.757475
4, 16, 16, 1, 1, 16, 16.732025
4, 20, 20, 1, 1, 20, 18.164618
4, 24, 24, 1, 1, 24, 22.068966
4, 28, 28, 1, 1, 28, 29.059460
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 6.134185
8, 8, 8, 1, 8, 1, 9.475633
12, 12, 12, 1, 12, 1, 12.724595
16, 16, 16, 1, 16, 1, 13.249947
20, 20, 20, 1, 20, 1, 11.824117
24, 24, 24, 1, 24, 1, 10.709638
28, 28, 28, 1, 28, 1, 11.108093
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.874252
8, 8, 1, 8, 1, 8, 4.139046
12, 12, 1, 12, 1, 12, 6.006257
16, 16, 1, 16, 1, 16, 7.008099
20, 20, 1, 20, 1, 20, 7.016005
24, 24, 1, 24, 1, 24, 8.582603
28, 28, 1, 28, 1, 28, 10.695770
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.175202
8, 8, 8, 1, 1, 8, 16.823658
12, 12, 12, 1, 1, 12, 26.957878
16, 16, 16, 1, 1, 16, 36.702511
20, 20, 20, 1, 1, 20, 55.140724
24, 24, 24, 1, 1, 24, 65.423569
28, 28, 28, 1, 1, 28, 89.813843
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 8.118393
8, 8, 1, 8, 8, 1, 31.933474
12, 12, 1, 12, 12, 1, 58.775509
16, 16, 1, 16, 16, 1, 76.896118
20, 20, 1, 20, 20, 1, 82.332764
24, 24, 1, 24, 24, 1, 64.840523
28, 28, 1, 28, 28, 1, 72.341408
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 1.269421
8, 8, 16, 8, 8, 2, 4.474221
12, 12, 24, 12, 12, 2, 5.265082
16, 16, 32, 16, 16, 2, 6.221142
20, 20, 40, 20, 20, 2, 7.426317
24, 24, 48, 24, 24, 2, 11.117008
28, 28, 56, 28, 28, 2, 14.187905
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 9.099526
8, 4, 4, 1, 1, 4, 19.296482
12, 4, 4, 1, 1, 4, 29.844559
16, 4, 4, 1, 1, 4, 22.358080
20, 4, 4, 1, 1, 4, 57.657654
24, 4, 4, 1, 1, 4, 62.102425
28, 4, 4, 1, 1, 4, 57.558887
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 9.552239
4, 8, 8, 1, 1, 8, 20.210526
4, 12, 12, 1, 1, 12, 32.268909
4, 16, 16, 1, 1, 16, 46.126125
4, 20, 20, 1, 1, 20, 52.892559
4, 24, 24, 1, 1, 24, 72.452827
4, 28, 28, 1, 1, 28, 78.596497
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 8.084210
8, 8, 8, 1, 8, 1, 12.907562
12, 12, 12, 1, 12, 1, 20.093023
16, 16, 16, 1, 16, 1, 23.132530
20, 20, 20, 1, 20, 1, 20.801735
24, 24, 24, 1, 24, 1, 23.514204
28, 28, 28, 1, 28, 1, 18.539759
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.624744
8, 8, 1, 8, 1, 8, 9.777212
12, 12, 1, 12, 1, 12, 15.285272
16, 16, 1, 16, 1, 16, 20.534760
20, 20, 1, 20, 1, 20, 23.397514
24, 24, 1, 24, 1, 24, 27.915995
28, 28, 1, 28, 1, 28, 28.783846
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 8.016702
8, 8, 8, 1, 1, 8, 25.180326
12, 12, 12, 1, 1, 12, 81.702126
16, 16, 16, 1, 1, 16, 100.721306
20, 20, 20, 1, 1, 20, 106.430153
24, 24, 24, 1, 1, 24, 90.117340
28, 28, 28, 1, 1, 28, 98.358597
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 6.632124
8, 8, 1, 8, 8, 1, 21.818182
12, 12, 1, 12, 12, 1, 29.288137
16, 16, 1, 16, 16, 1, 43.328632
20, 20, 1, 20, 20, 1, 62.459335
24, 24, 1, 24, 24, 1, 64.992943
28, 28, 1, 28, 28, 1, 89.599998
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 5.120000
8, 8, 16, 8, 8, 2, 7.496339
12, 12, 24, 12, 12, 2, 9.113924
16, 16, 32, 16, 16, 2, 8.770878
20, 20, 40, 20, 20, 2, 8.661133
24, 24, 48, 24, 24, 2, 9.775138
28, 28, 56, 28, 28, 2, 12.147976
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.415094
8, 4, 4, 1, 1, 4, 4.020942
12, 4, 4, 1, 1, 4, 12.659341
16, 4, 4, 1, 1, 4, 17.047726
20, 4, 4, 1, 1, 4, 18.164618
24, 4, 4, 1, 1, 4, 25.743015
28, 4, 4, 1, 1, 4, 33.308552
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.734895
4, 8, 8, 1, 1, 8, 8.837745
4, 12, 12, 1, 1, 12, 12.743362
4, 16, 16, 1, 1, 16, 16.991150
4, 20, 20, 1, 1, 20, 87.671234
4, 24, 24, 1, 1, 24, 103.783783
4, 28, 28, 1, 1, 28, 110.163933
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 10.637118
8, 8, 8, 1, 8, 1, 16.695652
12, 12, 12, 1, 12, 1, 24.935064
16, 16, 16, 1, 16, 1, 29.839729
20, 20, 20, 1, 20, 1, 26.966293
24, 24, 24, 1, 24, 1, 27.153801
28, 28, 28, 1, 28, 1, 22.882160
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 4.178455
8, 8, 1, 8, 1, 8, 8.058762
12, 12, 1, 12, 1, 12, 15.305579
16, 16, 1, 16, 1, 16, 16.000000
20, 20, 1, 20, 1, 20, 14.194884
24, 24, 1, 24, 1, 24, 14.970761
28, 28, 1, 28, 1, 28, 12.630731
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.605839
8, 8, 8, 1, 1, 8, 18.550724
12, 12, 12, 1, 1, 12, 27.127159
16, 16, 16, 1, 1, 16, 36.702511
20, 20, 20, 1, 1, 20, 51.474529
24, 24, 24, 1, 1, 24, 57.456360
28, 28, 28, 1, 1, 28, 61.996708
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 2.093784
8, 8, 1, 8, 8, 1, 38.400002
12, 12, 1, 12, 12, 1, 66.333969
16, 16, 1, 16, 16, 1, 100.228386
20, 20, 1, 20, 20, 1, 127.320953
24, 24, 1, 24, 24, 1, 159.079391
28, 28, 1, 28, 28, 1, 207.224670
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 5.267490
8, 8, 16, 8, 8, 2, 8.702550
12, 12, 24, 12, 12, 2, 9.118733
16, 16, 32, 16, 16, 2, 9.805299
20, 20, 40, 20, 20, 2, 10.530934
24, 24, 48, 24, 24, 2, 9.793142
28, 28, 56, 28, 28, 2, 8.107200
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.210312
8, 4, 4, 1, 1, 4, 8.827586
12, 4, 4, 1, 1, 4, 12.673267
16, 4, 4, 1, 1, 4, 16.860592
20, 4, 4, 1, 1, 4, 19.855223
24, 4, 4, 1, 1, 4, 29.614397
28, 4, 4, 1, 1, 4, 36.721313
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.410546
4, 8, 8, 1, 1, 8, 8.858131
4, 12, 12, 1, 1, 12, 12.757475
4, 16, 16, 1, 1, 16, 16.991150
4, 20, 20, 1, 1, 20, 17.927170
4, 24, 24, 1, 1, 24, 27.995140
4, 28, 28, 1, 1, 28, 34.954487
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 4.522968
8, 8, 8, 1, 8, 1, 8.334237
12, 12, 12, 1, 12, 1, 11.640283
16, 16, 16, 1, 16, 1, 12.251245
20, 20, 20, 1, 20, 1, 11.018020
24, 24, 24, 1, 24, 1, 11.513284
28, 28, 28, 1, 28, 1, 13.052164
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.005222
8, 8, 1, 8, 1, 8, 3.857358
12, 12, 1, 12, 1, 12, 17.358110
16, 16, 1, 16, 1, 16, 20.197239
20, 20, 1, 20, 1, 20, 32.831738
24, 24, 1, 24, 1, 24, 10.731253
28, 28, 1, 28, 1, 28, 12.029922
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 8.222698
8, 8, 8, 1, 1, 8, 29.595377
12, 12, 12, 1, 1, 12, 42.197803
16, 16, 16, 1, 1, 16, 50.319408
20, 20, 20, 1, 1, 20, 208.695663
24, 24, 24, 1, 1, 24, 191.468140
28, 28, 28, 1, 1, 28, 225.071762
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 4.980545
8, 8, 1, 8, 8, 1, 18.220640
12, 12, 1, 12, 12, 1, 130.415100
16, 16, 1, 16, 16, 1, 176.045853
20, 20, 1, 20, 20, 1, 207.343414
24, 24, 1, 24, 24, 1, 192.803345
28, 28, 1, 28, 28, 1, 227.521149
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 3.104285
8, 8, 16, 8, 8, 2, 3.536726
12, 12, 24, 12, 12, 2, 6.259735
16, 16, 32, 16, 16, 2, 8.476821
20, 20, 40, 20, 20, 2, 11.756062
24, 24, 48, 24, 24, 2, 15.671693
28, 28, 56, 28, 28, 2, 19.608170
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 10.726257
8, 4, 4, 1, 1, 4, 20.210526
12, 4, 4, 1, 1, 4, 25.486725
16, 4, 4, 1, 1, 4, 31.093117
20, 4, 4, 1, 1, 4, 31.578947
24, 4, 4, 1, 1, 4, 32.727272
28, 4, 4, 1, 1, 4, 31.219511
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.138085
4, 8, 8, 1, 1, 8, inf
4, 12, 12, 1, 1, 12, 13.697979
4, 16, 16, 1, 1, 16, 16.498388
4, 20, 20, 1, 1, 20, 18.532820
4, 24, 24, 1, 1, 24, 21.412640
4, 28, 28, 1, 1, 28, 22.876595
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 2.838138
8, 8, 8, 1, 8, 1, 5.081045
12, 12, 12, 1, 12, 1, 8.325705
16, 16, 16, 1, 16, 1, 9.574568
20, 20, 20, 1, 20, 1, 9.849185
24, 24, 24, 1, 24, 1, 13.233773
28, 28, 28, 1, 28, 1, 13.747352
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.164600
8, 8, 1, 8, 1, 8, 3.858327
12, 12, 1, 12, 1, 12, 6.010435
16, 16, 1, 16, 1, 16, 7.052342
20, 20, 1, 20, 1, 20, 6.800794
24, 24, 1, 24, 1, 24, 37.760174
28, 28, 1, 28, 1, 28, 35.408356
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.740741
8, 8, 8, 1, 1, 8, 16.953642
12, 12, 12, 1, 1, 12, 32.148838
16, 16, 16, 1, 1, 16, 53.942055
20, 20, 20, 1, 1, 20, 74.766357
24, 24, 24, 1, 1, 24, 78.859100
28, 28, 28, 1, 1, 28, 105.470848
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 8.118393
8, 8, 1, 8, 8, 1, 25.945946
12, 12, 1, 12, 12, 1, 36.805111
16, 16, 1, 16, 16, 1, 42.343212
20, 20, 1, 20, 20, 1, 43.340855
24, 24, 1, 24, 24, 1, 46.702705
28, 28, 1, 28, 28, 1, 68.721695
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 1.253673
8, 8, 16, 8, 8, 2, 4.504399
12, 12, 24, 12, 12, 2, 5.275530
16, 16, 32, 16, 16, 2, 6.226186
20, 20, 40, 20, 20, 2, 6.830795
24, 24, 48, 24, 24, 2, 7.184284
28, 28, 56, 28, 28, 2, 9.459079
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.694376
8, 4, 4, 1, 1, 4, 8.757127
12, 4, 4, 1, 1, 4, 12.857142
16, 4, 4, 1, 1, 4, 18.595642
20, 4, 4, 1, 1, 4, 23.733004
24, 4, 4, 1, 1, 4, 33.008595
28, 4, 4, 1, 1, 4, 41.545593
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 6.497462
4, 8, 8, 1, 1, 8, 10.520548
4, 12, 12, 1, 1, 12, 12.701213
4, 16, 16, 1, 1, 16, 81.269836
4, 20, 20, 1, 1, 20, 87.272728
4, 24, 24, 1, 1, 24, 103.318382
4, 28, 28, 1, 1, 28, 111.074379
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 3.809524
8, 8, 8, 1, 8, 1, 5.632563
12, 12, 12, 1, 12, 1, 7.167150
16, 16, 16, 1, 16, 1, 33.944752
20, 20, 20, 1, 20, 1, 34.694618
24, 24, 24, 1, 24, 1, 35.409836
28, 28, 28, 1, 28, 1, 34.594593
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 1.838200
8, 8, 1, 8, 1, 8, 4.199016
12, 12, 1, 12, 1, 12, 8.716267
16, 16, 1, 16, 1, 16, 8.274748
20, 20, 1, 20, 1, 20, 8.053691
24, 24, 1, 24, 1, 24, 11.416302
28, 28, 1, 28, 1, 28, 12.691217
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 5.862595
8, 8, 8, 1, 1, 8, 99.740265
12, 12, 12, 1, 1, 12, 26.181818
16, 16, 16, 1, 1, 16, 36.636852
20, 20, 20, 1, 1, 20, 46.829266
24, 24, 24, 1, 1, 24, 54.360989
28, 28, 28, 1, 1, 28, 76.425674
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 2.355828
8, 8, 1, 8, 8, 1, 7.331742
12, 12, 1, 12, 12, 1, 31.023338
16, 16, 1, 16, 16, 1, 36.506241
20, 20, 1, 20, 20, 1, 43.126686
24, 24, 1, 24, 24, 1, 39.485863
28, 28, 1, 28, 28, 1, 46.805969
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.277580
8, 8, 16, 8, 8, 2, 4.462522
12, 12, 24, 12, 12, 2, 5.233984
16, 16, 32, 16, 16, 2, 8.132362
20, 20, 40, 20, 20, 2, 10.492949
24, 24, 48, 24, 24, 2, 14.315005
28, 28, 56, 28, 28, 2, 15.419159
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 3.478261
8, 4, 4, 1, 1, 4, 10.267380
12, 4, 4, 1, 1, 4, 12.427185
16, 4, 4, 1, 1, 4, 16.445396
20, 4, 4, 1, 1, 4, 17.728533
24, 4, 4, 1, 1, 4, 26.728539
28, 4, 4, 1, 1, 4, 24.436363
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.609844
4, 8, 8, 1, 1, 8, 8.561873
4, 12, 12, 1, 1, 12, 12.294557
4, 16, 16, 1, 1, 16, 16.569580
4, 20, 20, 1, 1, 20, 22.429907
4, 24, 24, 1, 1, 24, 30.802139
4, 28, 28, 1, 1, 28, 40.179375
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 3.786982
8, 8, 8, 1, 8, 1, 5.824801
12, 12, 12, 1, 12, 1, 7.189515
16, 16, 16, 1, 16, 1, 20.686869
20, 20, 20, 1, 20, 1, 22.508791
24, 24, 24, 1, 24, 1, 35.292316
28, 28, 28, 1, 28, 1, 35.163521
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 2.811127
8, 8, 1, 8, 1, 8, 5.383807
12, 12, 1, 12, 1, 12, 8.769348
16, 16, 1, 16, 1, 16, 10.849374
20, 20, 1, 20, 1, 20, 12.999323
24, 24, 1, 24, 1, 24, 17.805256
28, 28, 1, 28, 1, 28, 18.038538
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.830189
8, 8, 8, 1, 1, 8, 31.411045
12, 12, 12, 1, 1, 12, 53.087555
16, 16, 16, 1, 1, 16, 81.919998
20, 20, 20, 1, 1, 20, 109.464081
24, 24, 24, 1, 1, 24, 108.423531
28, 28, 28, 1, 1, 28, 142.870148
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 6.009390
8, 8, 1, 8, 8, 1, 37.555012
12, 12, 1, 12, 12, 1, 54.511040
16, 16, 1, 16, 16, 1, 65.852089
20, 20, 1, 20, 20, 1, 69.919884
24, 24, 1, 24, 24, 1, 62.046677
28, 28, 1, 28, 28, 1, 63.891342
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 6.609294
8, 8, 16, 8, 8, 2, 13.775784
12, 12, 24, 12, 12, 2, 25.337244
16, 16, 32, 16, 16, 2, 29.796316
20, 20, 40, 20, 20, 2, 6.801757
24, 24, 48, 24, 24, 2, 34.629257
28, 28, 56, 28, 28, 2, 35.649868
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.632087
8, 4, 4, 1, 1, 4, 8.638920
12, 4, 4, 1, 1, 4, 59.689117
16, 4, 4, 1, 1, 4, 80.000000
20, 4, 4, 1, 1, 4, 84.955750
24, 4, 4, 1, 1, 4, 101.946899
28, 4, 4, 1, 1, 4, 107.951805
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.637681
4, 8, 8, 1, 1, 8, 8.629213
4, 12, 12, 1, 1, 12, 12.427185
4, 16, 16, 1, 1, 16, 15.917098
4, 20, 20, 1, 1, 20, 17.679558
4, 24, 24, 1, 1, 24, 21.137615
4, 28, 28, 1, 1, 28, 22.178217
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 9.528536
8, 8, 8, 1, 8, 1, 14.970760
12, 12, 12, 1, 12, 1, 18.237467
16, 16, 16, 1, 16, 1, 18.550724
20, 20, 20, 1, 20, 1, 17.640574
24, 24, 24, 1, 24, 1, 16.063211
28, 28, 28, 1, 28, 1, 13.342788
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 3.194676
8, 8, 1, 8, 1, 8, 7.995836
12, 12, 1, 12, 1, 12, 10.950571
16, 16, 1, 16, 1, 16, 14.673991
20, 20, 1, 20, 1, 20, 17.334778
24, 24, 1, 24, 1, 24, 22.097185
28, 28, 1, 28, 1, 28, 23.376818
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 6.442953
8, 8, 8, 1, 1, 8, 18.595642
12, 12, 12, 1, 1, 12, 54.857143
16, 16, 16, 1, 1, 16, 66.637741
20, 20, 20, 1, 1, 20, 70.226776
24, 24, 24, 1, 1, 24, 57.528091
28, 28, 28, 1, 1, 28, 59.169811
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 4.549763
8, 8, 1, 8, 8, 1, 16.445396
12, 12, 1, 12, 12, 1, 26.422020
16, 16, 1, 16, 16, 1, 35.783344
20, 20, 1, 20, 20, 1, 42.953022
24, 24, 1, 24, 24, 1, 39.317406
28, 28, 1, 28, 28, 1, 46.276436
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 2.376238
8, 8, 16, 8, 8, 2, 3.901448
12, 12, 24, 12, 12, 2, 5.241128
16, 16, 32, 16, 16, 2, 6.132961
20, 20, 40, 20, 20, 2, 8.006673
24, 24, 48, 24, 24, 2, 11.676661
28, 28, 56, 28, 28, 2, 16.115107
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 8.421053
8, 4, 4, 1, 1, 4, 13.310225
12, 4, 4, 1, 1, 4, 15.716235
16, 4, 4, 1, 1, 4, 24.419714
20, 4, 4, 1, 1, 4, 29.953197
24, 4, 4, 1, 1, 4, 42.352940
28, 4, 4, 1, 1, 4, 48.607597
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 9.230769
4, 8, 8, 1, 1, 8, 16.410255
4, 12, 12, 1, 1, 12, 25.829596
4, 16, 16, 1, 1, 16, 38.984772
4, 20, 20, 1, 1, 20, 48.000000
4, 24, 24, 1, 1, 24, 63.471073
4, 28, 28, 1, 1, 28, 74.666664
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 4, 1, 3.843844
8, 8, 8, 1, 8, 1, 7.255550
12, 12, 12, 1, 12, 1, 7.676588
16, 16, 16, 1, 16, 1, 14.726749
20, 20, 20, 1, 20, 1, 16.284986
24, 24, 24, 1, 24, 1, 17.960243
28, 28, 28, 1, 28, 1, 19.904791
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 1, 4, 3.371378
8, 8, 1, 8, 1, 8, 6.323590
12, 12, 1, 12, 1, 12, 10.940170
16, 16, 1, 16, 1, 16, 14.001823
20, 20, 1, 20, 1, 20, 16.721825
24, 24, 1, 24, 1, 24, 21.356403
28, 28, 1, 28, 1, 28, 22.697226
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 13.812950
8, 8, 8, 1, 1, 8, 49.708736
12, 12, 12, 1, 1, 12, 86.400002
16, 16, 16, 1, 1, 16, 129.075623
20, 20, 20, 1, 1, 20, 164.383560
24, 24, 24, 1, 1, 24, 161.873535
28, 28, 28, 1, 1, 28, 211.653549
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 19.296482
8, 8, 1, 8, 8, 1, 62.950821
12, 12, 1, 12, 12, 1, 93.153641
16, 16, 1, 16, 16, 1, 125.644180
20, 20, 1, 20, 20, 1, 135.785004
24, 24, 1, 24, 24, 1, 122.228111
28, 28, 1, 28, 28, 1, 127.479675
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 4.615385
8, 8, 16, 8, 8, 2, 7.507332
12, 12, 24, 12, 12, 2, 8.676877
16, 16, 32, 16, 16, 2, 8.648648
20, 20, 40, 20, 20, 2, 32.786884
24, 24, 48, 24, 24, 2, 34.542728
28, 28, 56, 28, 28, 2, 35.629616
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 7.137547
8, 4, 4, 1, 1, 4, 12.569558
12, 4, 4, 1, 1, 4, 20.831827
16, 4, 4, 1, 1, 4, 31.801241
20, 4, 4, 1, 1, 4, 36.711285
24, 4, 4, 1, 1, 4, 38.657719
28, 4, 4, 1, 1, 4, 40.542984
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 13.473684
4, 8, 8, 1, 1, 8, 26.759583
4, 12, 12, 1, 1, 12, 34.909092
4, 16, 16, 1, 1, 16, 41.852859
4, 20, 20, 1, 1, 20, 40.677967
4, 24, 24, 1, 1, 24, 44.564796
4, 28, 28, 1, 1, 28, 50.526314
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 6.894075
16, 16, 16, 1, 16, 1, 17.200449
24, 24, 24, 1, 24, 1, 19.391218
32, 32, 32, 1, 32, 1, 23.913593
40, 40, 40, 1, 40, 1, 28.590572
48, 48, 48, 1, 48, 1, 33.632992
56, 56, 56, 1, 56, 1, 37.749023
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 14.355140
16, 16, 1, 16, 1, 16, 33.014507
24, 24, 1, 24, 1, 24, 34.979755
32, 32, 1, 32, 1, 32, 32.332588
40, 40, 1, 40, 1, 40, 34.261242
48, 48, 1, 48, 1, 48, 38.506966
56, 56, 1, 56, 1, 56, 29.532667
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 37.739559
16, 16, 16, 1, 1, 16, 96.755905
24, 24, 24, 1, 1, 24, 74.282646
32, 32, 32, 1, 1, 32, 80.078201
40, 40, 40, 1, 1, 40, 317.617859
48, 48, 48, 1, 1, 48, 348.211578
56, 56, 56, 1, 1, 56, 338.113220
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 17.454546
16, 16, 1, 16, 16, 1, 47.813232
24, 24, 1, 24, 24, 1, 33.159031
32, 32, 1, 32, 32, 1, 37.762753
40, 40, 1, 40, 40, 1, 177.942535
48, 48, 1, 48, 48, 1, 210.091187
56, 56, 1, 56, 56, 1, 189.295761
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 6.326194
16, 16, 32, 16, 16, 2, 7.307326
24, 24, 48, 24, 24, 2, 7.146033
32, 32, 64, 32, 32, 2, 8.879896
40, 40, 80, 40, 40, 2, 11.658267
48, 48, 96, 48, 48, 2, 15.402786
56, 56, 112, 56, 56, 2, 16.776033
