m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 1, 4, 4, 1, 2.126246
8, 8, 1, 8, 8, 1, 40.000000
12, 12, 1, 12, 12, 1, 67.764709
16, 16, 1, 16, 16, 1, 101.553719
20, 20, 1, 20, 20, 1, 209.606995
24, 24, 1, 24, 24, 1, 71.664070
28, 28, 1, 28, 28, 1, 82.635048
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 8, 4, 4, 2, 3.497268
8, 8, 16, 8, 8, 2, 4.853081
12, 12, 24, 12, 12, 2, 5.822103
16, 16, 32, 16, 16, 2, 7.643693
20, 20, 40, 20, 20, 2, 7.292062
24, 24, 48, 24, 24, 2, 9.035885
28, 28, 56, 28, 28, 2, 12.561586
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 2.988327
8, 4, 4, 1, 1, 4, 8.888889
12, 4, 4, 1, 1, 4, 12.631579
16, 4, 4, 1, 1, 4, 16.786884
20, 4, 4, 1, 1, 4, 128.859055
24, 4, 4, 1, 1, 4, 21.818182
28, 4, 4, 1, 1, 4, 22.626263
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
4, 4, 4, 1, 1, 4, 4.734895
4, 8, 8, 1, 1, 8, 8.930233
4, 12, 12, 1, 1, 12, 12.743362
4, 16, 16, 1, 1, 16, 16.375267
4, 20, 20, 1, 1, 20, 17.943924
4, 24, 24, 1, 1, 24, 21.613508
4, 28, 28, 1, 1, 28, 24.705883
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 5.767931
16, 16, 16, 1, 16, 1, 9.408882
24, 24, 24, 1, 24, 1, 13.619704
32, 32, 32, 1, 32, 1, 15.786227
40, 40, 40, 1, 40, 1, 19.267437
48, 48, 48, 1, 48, 1, 24.900257
56, 56, 56, 1, 56, 1, 28.330950
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 11.162791
16, 16, 1, 16, 1, 16, 22.447937
24, 24, 1, 24, 1, 24, 26.559078
32, 32, 1, 32, 1, 32, 27.971773
40, 40, 1, 40, 1, 40, 32.523079
48, 48, 1, 48, 1, 48, 38.330791
56, 56, 1, 56, 1, 56, 30.035917
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 38.886074
16, 16, 16, 1, 1, 16, 100.065147
24, 24, 24, 1, 1, 24, 80.465660
32, 32, 32, 1, 1, 32, 82.775345
40, 40, 40, 1, 1, 40, 82.740791
48, 48, 48, 1, 1, 48, 346.683380
56, 56, 56, 1, 1, 56, 323.437897
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 18.070587
16, 16, 1, 16, 16, 1, 77.969543
24, 24, 1, 24, 24, 1, 78.500854
32, 32, 1, 32, 32, 1, 129.962982
40, 40, 1, 40, 40, 1, 137.093887
48, 48, 1, 48, 48, 1, 136.465942
56, 56, 1, 56, 56, 1, 141.846970
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 2.661123
16, 16, 32, 16, 16, 2, 17.746967
24, 24, 48, 24, 24, 2, 34.175526
32, 32, 64, 32, 32, 2, 36.167770
40, 40, 80, 40, 40, 2, 7.532661
48, 48, 96, 48, 48, 2, 36.355030
56, 56, 112, 56, 56, 2, 24.654089
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 13.264249
16, 8, 8, 1, 1, 8, 34.171299
24, 8, 8, 1, 1, 8, 36.484562
32, 8, 8, 1, 1, 8, 36.056339
40, 8, 8, 1, 1, 8, 41.312534
48, 8, 8, 1, 1, 8, 47.578732
56, 8, 8, 1, 1, 8, 59.141914
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 16.786884
8, 16, 16, 1, 1, 16, 25.750210
8, 24, 24, 1, 1, 24, 33.464050
8, 32, 32, 1, 1, 32, 36.834534
8, 40, 40, 1, 1, 40, 40.764332
8, 48, 48, 1, 1, 48, 43.451202
8, 56, 56, 1, 1, 56, 50.740917
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 4.609844
16, 16, 16, 1, 16, 1, 6.998519
24, 24, 24, 1, 24, 1, 7.844739
32, 32, 32, 1, 32, 1, 7.546058
40, 40, 40, 1, 40, 1, 9.686940
48, 48, 48, 1, 48, 1, 13.871161
56, 56, 56, 1, 56, 1, 19.417456
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 10.491803
16, 16, 1, 16, 1, 16, 18.556328
24, 24, 1, 24, 1, 24, 25.230883
32, 32, 1, 32, 1, 32, 28.670088
40, 40, 1, 40, 1, 40, 34.682079
48, 48, 1, 48, 1, 48, 39.830009
56, 56, 1, 56, 1, 56, 29.554701
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 39.083969
16, 16, 16, 1, 1, 16, 177.060516
24, 24, 24, 1, 1, 24, 200.930237
32, 32, 32, 1, 1, 32, 370.120483
40, 40, 40, 1, 1, 40, 427.141266
48, 48, 48, 1, 1, 48, 488.912445
56, 56, 56, 1, 1, 56, 513.747437
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 38.019802
16, 16, 1, 16, 16, 1, 84.628098
24, 24, 1, 24, 24, 1, 62.552040
32, 32, 1, 32, 32, 1, 68.648041
40, 40, 1, 40, 40, 1, 65.283920
48, 48, 1, 48, 48, 1, 58.047451
56, 56, 1, 56, 56, 1, 60.225651
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 6.271948
16, 16, 32, 16, 16, 2, 12.932014
24, 24, 48, 24, 24, 2, 23.950104
32, 32, 64, 32, 32, 2, 23.885702
40, 40, 80, 40, 40, 2, 20.726507
48, 48, 96, 48, 48, 2, 17.133825
56, 56, 112, 56, 56, 2, 11.665219
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 26.301369
16, 8, 8, 1, 1, 8, 46.972477
24, 8, 8, 1, 1, 8, 51.256950
32, 8, 8, 1, 1, 8, 49.910641
40, 8, 8, 1, 1, 8, 198.449615
48, 8, 8, 1, 1, 8, 208.979599
56, 8, 8, 1, 1, 8, 224.000000
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 80.842102
8, 16, 16, 1, 1, 16, 30.058710
8, 24, 24, 1, 1, 24, 33.246754
8, 32, 32, 1, 1, 32, 177.572250
8, 40, 40, 1, 1, 40, 196.923080
8, 48, 48, 1, 1, 48, 208.979599
8, 56, 56, 1, 1, 56, 224.467651
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 4.114653
16, 16, 16, 1, 16, 1, 6.956522
24, 24, 24, 1, 24, 1, 7.822987
32, 32, 32, 1, 32, 1, 7.410222
40, 40, 40, 1, 40, 1, 8.987502
48, 48, 48, 1, 48, 1, 14.537806
56, 56, 56, 1, 56, 1, 15.929563
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 5.044335
16, 16, 1, 16, 1, 16, 7.049914
24, 24, 1, 24, 1, 24, 35.953186
32, 32, 1, 32, 1, 32, 37.079060
40, 40, 1, 40, 1, 40, 38.304241
48, 48, 1, 48, 1, 48, 39.081207
56, 56, 1, 56, 1, 56, 29.289022
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 35.229355
16, 16, 16, 1, 1, 16, 69.267189
24, 24, 24, 1, 1, 24, 71.812988
32, 32, 32, 1, 1, 32, 117.588524
40, 40, 40, 1, 1, 40, 111.888107
48, 48, 48, 1, 1, 48, 126.942154
56, 56, 56, 1, 1, 56, 160.958084
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 18.395208
16, 16, 1, 16, 16, 1, 46.510220
24, 24, 1, 24, 24, 1, 64.901405
32, 32, 1, 32, 32, 1, 138.534378
40, 40, 1, 40, 40, 1, 192.192200
48, 48, 1, 48, 48, 1, 245.215088
56, 56, 1, 56, 56, 1, 294.575348
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 6.646473
16, 16, 32, 16, 16, 2, 13.491436
24, 24, 48, 24, 24, 2, 12.945032
32, 32, 64, 32, 32, 2, 11.522341
40, 40, 80, 40, 40, 2, 8.667389
48, 48, 96, 48, 48, 2, 10.881612
56, 56, 112, 56, 56, 2, 11.649151
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 31.735537
16, 8, 8, 1, 1, 8, 45.714287
24, 8, 8, 1, 1, 8, 48.454258
32, 8, 8, 1, 1, 8, 43.359211
40, 8, 8, 1, 1, 8, 41.047569
48, 8, 8, 1, 1, 8, 43.492214
56, 8, 8, 1, 1, 8, 46.464996
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 16.786884
8, 16, 16, 1, 1, 16, 25.621351
8, 24, 24, 1, 1, 24, 33.391304
8, 32, 32, 1, 1, 32, 62.186234
8, 40, 40, 1, 1, 40, 40.938168
8, 48, 48, 1, 1, 48, 43.206753
8, 56, 56, 1, 1, 56, 46.464996
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 8, 1, 6.349731
16, 16, 16, 1, 16, 1, 7.322131
24, 24, 24, 1, 24, 1, 7.872437
32, 32, 32, 1, 32, 1, 7.536801
40, 40, 40, 1, 40, 1, 7.855170
48, 48, 48, 1, 48, 1, 10.684598
56, 56, 56, 1, 56, 1, 15.995239
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 1, 8, 3.965918
16, 16, 1, 16, 1, 16, 20.617449
24, 24, 1, 24, 1, 24, 23.638851
32, 32, 1, 32, 1, 32, 24.940125
40, 40, 1, 40, 1, 40, 17.357500
48, 48, 1, 48, 1, 48, 39.089497
56, 56, 1, 56, 1, 56, 15.037762
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 29.257143
16, 16, 16, 1, 1, 16, 53.706291
24, 24, 24, 1, 1, 24, 49.389065
32, 32, 32, 1, 1, 32, 83.991798
40, 40, 40, 1, 1, 40, 87.791496
48, 48, 48, 1, 1, 48, 126.564430
56, 56, 56, 1, 1, 56, 161.580078
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 1, 8, 8, 1, 16.786884
16, 16, 1, 16, 16, 1, 36.724449
24, 24, 1, 24, 24, 1, 41.538460
32, 32, 1, 32, 32, 1, 76.394157
40, 40, 1, 40, 40, 1, 112.445091
48, 48, 1, 48, 48, 1, 164.375748
56, 56, 1, 56, 56, 1, 188.915665
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 16, 8, 8, 2, 6.643599
16, 16, 32, 16, 16, 2, 6.343831
24, 24, 48, 24, 24, 2, 5.178304
32, 32, 64, 32, 32, 2, 10.255383
40, 40, 80, 40, 40, 2, 8.895684
48, 48, 96, 48, 48, 2, 12.239586
56, 56, 112, 56, 56, 2, 14.213359
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 15.207920
16, 8, 8, 1, 1, 8, 19.717587
24, 8, 8, 1, 1, 8, 20.434591
32, 8, 8, 1, 1, 8, 39.689922
40, 8, 8, 1, 1, 8, 44.677139
48, 8, 8, 1, 1, 8, 51.486031
56, 8, 8, 1, 1, 8, 50.909088
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
8, 8, 8, 1, 1, 8, 16.533907
8, 16, 16, 1, 1, 16, 25.346533
8, 24, 24, 1, 1, 24, 33.659603
8, 32, 32, 1, 1, 32, 37.056694
8, 40, 40, 1, 1, 40, 44.703144
8, 48, 48, 1, 1, 48, 58.963531
8, 56, 56, 1, 1, 56, 80.178970
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 16, 1, 20.170715
32, 32, 32, 1, 32, 1, 24.181837
48, 48, 48, 1, 48, 1, 25.421112
64, 64, 64, 1, 64, 1, 25.922684
80, 80, 80, 1, 80, 1, 25.832058
96, 96, 96, 1, 96, 1, 19.198000
112, 112, 112, 1, 112, 1, 16.290205
128, 128, 128, 1, 128, 1, 7.209985
144, 144, 144, 1, 144, 1, 35.558098
160, 160, 160, 1, 160, 1, 32.407627
176, 176, 176, 1, 176, 1, 35.527351
192, 192, 192, 1, 192, 1, 15.608847
208, 208, 208, 1, 208, 1, 36.903526
224, 224, 224, 1, 224, 1, 30.388824
240, 240, 240, 1, 240, 1, 37.454281
256, 256, 256, 1, 256, 1, 4.576588
272, 272, 272, 1, 272, 1, 36.914711
288, 288, 288, 1, 288, 1, 28.362904
304, 304, 304, 1, 304, 1, 36.165279
320, 320, 320, 1, 320, 1, 6.780944
336, 336, 336, 1, 336, 1, 35.068268
352, 352, 352, 1, 352, 1, 21.631647
368, 368, 368, 1, 368, 1, 36.456322
384, 384, 384, 1, 384, 1, 7.004348
400, 400, 400, 1, 400, 1, 35.308430
416, 416, 416, 1, 416, 1, 12.415197
432, 432, 432, 1, 432, 1, 33.902256
448, 448, 448, 1, 448, 1, 6.722937
464, 464, 464, 1, 464, 1, 33.794163
480, 480, 480, 1, 480, 1, 9.849289
496, 496, 496, 1, 496, 1, 32.022594
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 1, 16, 1, 16, 34.038780
32, 32, 1, 32, 1, 32, 37.073467
48, 48, 1, 48, 1, 48, 39.095020
64, 64, 1, 64, 1, 64, 30.504562
80, 80, 1, 80, 1, 80, 32.936634
96, 96, 1, 96, 1, 96, 33.525936
112, 112, 1, 112, 1, 112, 35.591286
128, 128, 1, 128, 1, 128, 29.339880
144, 144, 1, 144, 1, 144, 37.228844
160, 160, 1, 160, 1, 160, 35.995708
176, 176, 1, 176, 1, 176, 37.044876
192, 192, 1, 192, 1, 192, 34.616661
208, 208, 1, 208, 1, 208, 37.979614
224, 224, 1, 224, 1, 224, 38.765026
240, 240, 1, 240, 1, 240, 38.126232
256, 256, 1, 256, 1, 256, 19.798424
272, 272, 1, 272, 1, 272, 38.732460
288, 288, 1, 288, 1, 288, 39.959454
304, 304, 1, 304, 1, 304, 39.744045
320, 320, 1, 320, 1, 320, 19.210880
336, 336, 1, 336, 1, 336, 41.135674
352, 352, 1, 352, 1, 352, 38.626350
368, 368, 1, 368, 1, 368, 39.396458
384, 384, 1, 384, 1, 384, 19.506481
400, 400, 1, 400, 1, 400, 38.936230
416, 416, 1, 416, 1, 416, 30.086971
432, 432, 1, 432, 1, 432, 38.734509
448, 448, 1, 448, 1, 448, 19.008694
464, 464, 1, 464, 1, 464, 39.636337
480, 480, 1, 480, 1, 480, 21.453171
496, 496, 1, 496, 1, 496, 39.736614
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 1, 16, 178.086960
32, 32, 32, 1, 1, 32, 369.563934
48, 48, 48, 1, 1, 48, 481.672485
64, 64, 64, 1, 1, 64, 537.473999
80, 80, 80, 1, 1, 80, 582.259277
96, 96, 96, 1, 1, 96, 141.530579
112, 112, 112, 1, 1, 112, 140.247833
128, 128, 128, 1, 1, 128, 144.124908
144, 144, 144, 1, 1, 144, 142.941177
160, 160, 160, 1, 1, 160, 145.169281
176, 176, 176, 1, 1, 176, 144.415863
192, 192, 192, 1, 1, 192, 145.880493
208, 208, 208, 1, 1, 208, 145.138596
224, 224, 224, 1, 1, 224, 146.250183
240, 240, 240, 1, 1, 240, 145.699829
256, 256, 256, 1, 1, 256, 146.494171
272, 272, 272, 1, 1, 272, 146.606995
288, 288, 288, 1, 1, 288, 149.481201
304, 304, 304, 1, 1, 304, 146.278000
320, 320, 320, 1, 1, 320, 149.449966
336, 336, 336, 1, 1, 336, 146.572189
352, 352, 352, 1, 1, 352, 148.157364
368, 368, 368, 1, 1, 368, 147.734604
384, 384, 384, 1, 1, 384, 146.897186
400, 400, 400, 1, 1, 400, 148.574615
416, 416, 416, 1, 1, 416, 149.776917
432, 432, 432, 1, 1, 432, 149.601395
448, 448, 448, 1, 1, 448, 149.104980
464, 464, 464, 1, 1, 464, 149.572144
480, 480, 480, 1, 1, 480, 149.830109
496, 496, 496, 1, 1, 496, 149.506088
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 1, 16, 16, 1, 99.417473
32, 32, 1, 32, 32, 1, 96.794014
48, 48, 1, 48, 48, 1, 113.357933
64, 64, 1, 64, 64, 1, 533.970703
80, 80, 1, 80, 80, 1, 582.480103
96, 96, 1, 96, 96, 1, 142.121704
112, 112, 1, 112, 112, 1, 140.097733
128, 128, 1, 128, 128, 1, 144.665756
144, 144, 1, 144, 144, 1, 143.052124
160, 160, 1, 160, 160, 1, 145.406357
176, 176, 1, 176, 176, 1, 144.359787
192, 192, 1, 192, 192, 1, 146.017731
208, 208, 1, 208, 208, 1, 145.162933
224, 224, 1, 224, 224, 1, 146.378189
240, 240, 1, 240, 240, 1, 145.807404
256, 256, 1, 256, 256, 1, 146.677231
272, 272, 1, 272, 272, 1, 148.701599
288, 288, 1, 288, 288, 1, 148.866364
304, 304, 1, 304, 304, 1, 147.671646
320, 320, 1, 320, 320, 1, 149.618286
336, 336, 1, 336, 336, 1, 149.122101
352, 352, 1, 352, 352, 1, 149.643265
368, 368, 1, 368, 368, 1, 149.302948
384, 384, 1, 384, 384, 1, 149.754105
400, 400, 1, 400, 400, 1, 149.460526
416, 416, 1, 416, 416, 1, 149.757492
432, 432, 1, 432, 432, 1, 149.586411
448, 448, 1, 448, 448, 1, 149.858322
464, 464, 1, 464, 464, 1, 149.690857
480, 480, 1, 480, 480, 1, 149.830505
496, 496, 1, 496, 496, 1, 149.535233
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 1, 16, 105.205475
32, 16, 16, 1, 1, 16, 171.860138
48, 16, 16, 1, 1, 16, 145.477509
64, 16, 16, 1, 1, 16, 186.040878
80, 16, 16, 1, 1, 16, 202.238312
96, 16, 16, 1, 1, 16, 235.703323
112, 16, 16, 1, 1, 16, 248.170807
128, 16, 16, 1, 1, 16, 438.465668
144, 16, 16, 1, 1, 16, 480.417053
160, 16, 16, 1, 1, 16, 495.483887
176, 16, 16, 1, 1, 16, 493.674194
192, 16, 16, 1, 1, 16, 500.189941
208, 16, 16, 1, 1, 16, 510.364197
224, 16, 16, 1, 1, 16, 517.856750
240, 16, 16, 1, 1, 16, 525.727295
256, 16, 16, 1, 1, 16, 536.301147
272, 16, 16, 1, 1, 16, 541.461853
288, 16, 16, 1, 1, 16, 545.863770
304, 16, 16, 1, 1, 16, 555.092712
320, 16, 16, 1, 1, 16, 559.308167
336, 16, 16, 1, 1, 16, 574.205566
352, 16, 16, 1, 1, 16, 567.932739
368, 16, 16, 1, 1, 16, 570.957581
384, 16, 16, 1, 1, 16, 575.550354
400, 16, 16, 1, 1, 16, 582.038635
416, 16, 16, 1, 1, 16, 585.786560
432, 16, 16, 1, 1, 16, 583.291138
448, 16, 16, 1, 1, 16, 576.901428
464, 16, 16, 1, 1, 16, 591.946838
480, 16, 16, 1, 1, 16, 581.451111
496, 16, 16, 1, 1, 16, 595.200012
m, n, rs_src, cs_src, rs_dst, cs_dst, GB_per_s
16, 16, 16, 1, 1, 16, 178.086960
16, 32, 32, 1, 1, 32, 230.544098
16, 48, 48, 1, 1, 48, 329.731659
16, 64, 64, 1, 1, 64, 366.259308
16, 80, 80, 1, 1, 80, 382.089569
16, 96, 96, 1, 1, 96, 405.098907
16, 112, 112, 1, 1, 112, 440.655731
16, 128, 128, 1, 1, 128, 464.135986
16, 144, 144, 1, 1, 144, 480.417053
16, 160, 160, 1, 1, 160, 495.883789
16, 176, 176, 1, 1, 176, 494.758423
16, 192, 192, 1, 1, 192, 487.296753
16, 208, 208, 1, 1, 208, 499.824799
16, 224, 224, 1, 1, 224, 508.970428
16, 240, 240, 1, 1, 240, 525.128235
16, 256, 256, 1, 1, 256, 533.680786
16, 272, 272, 1, 1, 272, 530.731689
16, 288, 288, 1, 1, 288, 536.333679
16, 304, 304, 1, 1, 304, 544.477600
16, 320, 320, 1, 1, 320, 539.420532
16, 336, 336, 1, 1, 336, 483.779510
16, 352, 352, 1, 1, 352, 488.147339
16, 368, 368, 1, 1, 368, 492.204834
16, 384, 384, 1, 1, 384, 476.125305
16, 400, 400, 1, 1, 400, 335.151642
16, 416, 416, 1, 1, 416, 233.134857
16, 432, 432, 1, 1, 432, 172.404907
16, 448, 448, 1, 1, 448, 143.276428
16, 464, 464, 1, 1, 464, 139.341522
16, 480, 480, 1, 1, 480, 142.409027
16, 496, 496, 1, 1, 496, 139.075577
